stimulus_id,Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,Many Instruments/Few Instruments,Wide pitch variation/Narrow pitch variation,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Strong beat/Weak beat,Electric/Acoustic,Distorted/Clear,Loud/Soft,Heavy/Light,High pitch/Low pitch,Punchy/Smooth,Harmonious/Disharmonious,Dense/Sparse,voice_age,voice_gender,voice_exagg,voice_type,target_of_toy_ad
J5HhmWTTGEM,high,low,high,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
GHLDC7lorFk,low,low,low,low,low,high,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Heavy,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
SlYasXQ36eE,high,high,low,low,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Light,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Y2zE_9YFstU,high,high,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
r8WRpcfMZ8I,high,low,high,low,low,low,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sung,Girls/women
LVmmGDCgDu8,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
KEEFbsGQueI,low,low,low,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
rjCh8YafGhQ,high,high,high,high,low,low,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
W8z5glKz39Y,low,high,low,low,high,high,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
SeLZVNxsX2w,high,low,high,high,low,low,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Mixed
c9iawUthtNY,low,high,low,low,low,high,high,Many Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
swnTr8-F3ic,low,high,low,low,low,high,low,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Heavy,Low pitch,Smooth,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
tuovbTrSLvE,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
-KKsNKY4V8k,high,high,high,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Smooth,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
nNjnT7tHIwA,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
GNLdz_GH8fs,high,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Girls/women
5cU-BzR-fek,high,high,low,low,high,low,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
DE15rbeNgLI,low,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
6Rg3FFuShGI,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Heavy,Low pitch,Smooth,Harmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
3cZMIJq5gis,high,high,low,high,high,high,low,Many Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
P1TUfuacr-s,high,low,low,low,high,low,high,Many Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
awK4jz6RWkU,low,low,low,high,low,low,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Heavy,High pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
OrXJVDkRmis,high,high,low,low,high,high,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Children,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Sung,Mixed
02qnqWCCdaI,low,low,low,low,low,high,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
_KrfMdJMlDM,low,low,high,high,low,low,low,Many Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Clear,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
LW4UMSQNgpM,high,low,high,high,low,high,low,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
1eojD029X8E,low,low,high,high,high,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
eL-YIdxfu3A,low,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
N7i6-eyd3aI,low,high,low,low,low,low,low,Many Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
yxkQMmtVeG8,high,high,high,low,high,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
QqonAr7ajPg,high,high,low,low,high,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
ygXt9OPfzEE,high,high,high,high,high,low,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
wwqq-jbLzK4,high,high,high,high,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
7ZEF-H-Cyno,high,high,low,high,low,low,low,Many Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
u_cbkgWZaM8,high,low,high,low,high,low,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
ExJpDpg2T_A,low,low,low,low,low,low,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Sung,Girls/women
D9QZLIMKEno,high,high,high,high,high,low,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Children,Unclear,"No, all voices are normal-sounding",Spoken,Mixed
mZNuwuGdeoo,low,high,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
LYVEt97fWLM,low,low,high,high,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
SLSo8iqFsFE,low,high,low,low,high,high,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
EXVVcmoPCbA,high,high,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
3BMd4oMNAFg,low,low,low,low,low,high,low,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
1svuTm2KSiw,low,high,low,low,low,low,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
n1YdT9RHvwU,low,low,high,low,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
L_k7TXQ2Tmw,high,high,high,high,high,low,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
R3nQ2yAqag4,low,low,low,low,low,low,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
bBSU7U9f98w,low,low,low,high,low,low,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
rkmGVKQwMOA,high,high,high,high,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
JGR4ryWa8u0,low,low,low,high,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
_R2heFBQC_8,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
ulURkxonNpU,high,high,high,high,high,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
lxHh_AJ0-jE,low,low,low,low,low,high,low,Many Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
czj-OJr9gFs,low,high,low,high,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Kz2v4QYRsBw,high,high,high,high,low,low,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Mixed
lH9eT078eJc,high,high,high,high,high,low,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
u0DskPo_-dQ,low,high,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
